Attrition,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager
Yes,37,Travel_Rarely,Research & Development,2,2,Other,4,4,Male,2,Laboratory Technician,3,Single,2090,6,Yes,15,2,0,7,3,3,0,0,0
No,25,Travel_Rarely,Research & Development,2,1,Other,1992,4,Male,3,Laboratory Technician,3,Divorced,3977,6,Yes,19,3,1,7,2,2,2,2,2
Yes,41,Travel_Rarely,Research & Development,2,4,Life Sciences,927,2,Female,1,Laboratory Technician,4,Divorced,2778,4,Yes,13,3,1,10,1,2,7,7,0
No,56,Travel_Rarely,Research & Development,23,3,Life Sciences,1373,4,Male,3,Manufacturing Director,2,Married,13402,4,Yes,12,1,1,33,0,3,19,16,9
No,28,Travel_Rarely,Human Resources,,2,Medical,869,2,Male,2,Human Resources,4,Divorced,4936,1,No,13,4,1,6,6,3,5,1,4
No,44,Travel_Rarely,Research & Development,,2,Life Sciences,913,2,Male,3,Research Scientist,1,Married,2559,1,Yes,13,4,0,8,0,3,8,7,1
No,27,Travel_Rarely,Research & Development,4,3,Life Sciences,2064,2,Male,4,Manufacturing Director,2,Married,6142,1,Yes,20,2,1,6,0,3,6,2,3
No,31,Travel_Rarely,Research & Development,12,3,Medical,961,4,Female,3,Healthcare Representative,4,Married,5855,0,Yes,11,3,2,10,2,1,9,7,5
No,39,Travel_Rarely,Sales,,4,Life Sciences,182,4,Female,2,Sales Executive,3,Married,5902,4,No,14,3,1,17,1,4,15,11,9
No,59,Travel_Rarely,Research & Development,3,3,Life Sciences,309,3,Male,2,Research Scientist,4,Married,2177,3,No,17,1,1,7,6,3,1,0,0
Yes,28,Travel_Rarely,Research & Development,1,2,Life Sciences,741,1,Female,1,Research Scientist,2,Single,2216,7,Yes,13,4,0,10,4,3,7,7,7
Yes,21,Travel_Frequently,Research & Development,10,2,Life Sciences,1279,1,Female,2,Laboratory Technician,3,Single,2625,1,No,20,3,0,2,2,1,2,2,2
No,37,Non-Travel,Research & Development,1,4,Medical,380,1,Female,3,Research Director,4,Divorced,13603,2,Yes,18,1,2,15,2,3,5,2,2
Yes,41,Travel_Frequently,Sales,4,3,Marketing,488,1,Male,3,Sales Executive,2,Single,9355,1,No,18,3,0,8,5,3,8,7,7
No,35,Travel_Rarely,Research & Development,7,2,Life Sciences,1601,3,Male,2,Laboratory Technician,4,Married,2690,1,No,18,4,1,1,5,2,1,0,1
No,43,Travel_Rarely,Human Resources,2,3,Life Sciences,1778,2,Male,3,Human Resources,4,Single,3539,0,No,13,2,0,10,5,3,9,7,8
No,26,Travel_Rarely,Sales,1,3,Life Sciences,476,3,Male,3,Sales Executive,3,Married,5296,1,No,17,2,1,8,3,3,8,7,7
No,51,Travel_Rarely,Research & Development,1,3,Life Sciences,353,3,Male,3,Research Scientist,4,Married,2723,1,No,11,2,0,1,0,2,1,0,0
Yes,21,Travel_Frequently,Sales,1,1,Technical Degree,478,1,Female,2,Sales Representative,2,Single,2174,1,Yes,11,3,0,3,3,3,3,2,2
No,27,Travel_Rarely,Research & Development,8,3,Medical,1751,3,Female,3,Research Scientist,4,Single,3445,1,No,11,3,0,6,5,2,6,2,4
No,30,Non-Travel,Research & Development,2,3,Medical,571,3,Female,3,Laboratory Technician,4,Single,2564,0,No,14,3,0,12,2,2,11,7,7
No,47,Travel_Rarely,Research & Development,9,4,Life Sciences,1856,2,Female,3,Laboratory Technician,3,Single,2105,4,No,12,3,0,7,2,3,2,2,0
No,27,Travel_Frequently,Research & Development,10,2,Life Sciences,733,4,Male,3,Manufacturing Director,1,Divorced,8793,1,No,21,3,2,9,4,2,9,7,7
Yes,28,Travel_Rarely,Sales,13,2,Marketing,1933,4,Female,3,Sales Executive,3,Single,9854,3,Yes,11,4,0,6,0,3,2,0,2
No,50,Travel_Rarely,Sales,1,4,Medical,323,4,Female,3,Manager,4,Divorced,19517,3,No,11,3,1,32,3,2,7,0,6
No,18,Travel_Rarely,Sales,10,3,Medical,411,4,Female,2,Sales Representative,3,Single,1200,1,No,12,1,0,0,2,3,0,0,0
No,48,Travel_Rarely,Sales,16,4,Life Sciences,1557,3,Female,3,Sales Executive,3,Divorced,6439,8,No,14,3,1,18,2,3,8,7,7
No,36,Travel_Rarely,Sales,1,2,Life Sciences,857,2,Male,3,Sales Executive,4,Married,6201,1,Yes,14,4,1,18,1,2,18,14,11
No,34,Travel_Frequently,Research & Development,1,4,Other,1431,4,Male,3,Research Scientist,1,Divorced,2996,5,No,14,3,2,10,2,3,4,3,3
Yes,46,Travel_Rarely,Research & Development,21,2,Medical,1821,4,Female,3,Healthcare Representative,2,Married,8926,4,No,22,4,1,13,2,4,9,7,7
No,50,Travel_Rarely,Research & Development,17,5,Life Sciences,1656,4,Female,2,Research Director,1,Divorced,13269,5,No,15,3,3,19,3,3,14,11,11
No,23,Travel_Rarely,Research & Development,12,2,Other,1982,4,Male,3,Laboratory Technician,4,Single,2647,1,No,13,3,0,5,6,4,5,2,4
No,35,Travel_Rarely,Human Resources,26,4,Life Sciences,2040,3,Female,3,Human Resources,4,Single,8837,1,Yes,16,3,0,9,2,3,9,0,7
No,25,Travel_Rarely,Sales,26,1,Medical,781,3,Female,3,Sales Executive,4,Single,6180,1,No,23,2,0,6,5,2,6,5,4
No,38,Travel_Rarely,Sales,10,2,Life Sciences,2041,1,Female,3,Sales Executive,4,Married,5343,1,No,11,3,1,10,1,3,10,7,9
No,36,Travel_Rarely,Research & Development,7,4,Other,949,2,Male,3,Research Scientist,4,Single,4678,2,No,18,3,0,8,6,3,6,2,1
No,54,Travel_Frequently,Research & Development,1,4,Life Sciences,1245,4,Female,3,Manufacturing Director,3,Divorced,10502,7,No,17,1,1,33,2,1,5,4,4
No,34,Travel_Rarely,Sales,1,3,Marketing,1950,1,Male,3,Sales Executive,4,Single,9888,1,No,21,1,0,14,3,2,14,8,1
No,45,Travel_Rarely,Research & Development,,3,Medical,192,3,Male,3,Research Scientist,4,Single,3452,5,No,13,2,0,9,2,2,6,5,3
No,38,Travel_Rarely,Sales,2,2,Marketing,1125,4,Male,3,Sales Executive,2,Single,7351,7,No,16,3,0,10,2,3,1,0,0
Yes,33,Travel_Rarely,Research & Development,1,4,Other,780,4,Male,3,Research Scientist,4,Single,2686,1,Yes,13,3,0,10,2,2,10,9,8
No,35,Travel_Rarely,Research & Development,9,3,Life Sciences,880,4,Female,2,Manufacturing Director,3,Married,10685,1,Yes,20,2,1,17,2,3,17,14,15
No,31,Travel_Rarely,Sales,6,4,Medical,653,1,Male,4,Sales Executive,4,Divorced,5460,4,No,22,4,2,13,4,4,7,7,7
No,37,Travel_Rarely,Research & Development,1,4,Life Sciences,635,2,Female,3,Manufacturing Director,2,Married,6447,6,No,12,2,1,8,2,2,6,5,3
No,42,Travel_Rarely,Research & Development,3,3,Life Sciences,894,3,Female,4,Laboratory Technician,4,Married,5231,2,Yes,13,2,1,17,1,2,5,3,3
No,50,Travel_Rarely,Research & Development,10,3,Technical Degree,491,4,Male,2,Healthcare Representative,4,Single,10496,6,No,15,4,0,20,2,3,4,3,3
Yes,50,Travel_Rarely,Sales,28,3,Marketing,2055,4,Male,2,Sales Executive,1,Divorced,10854,4,Yes,13,2,1,20,3,3,3,2,0
No,26,Travel_Rarely,Research & Development,6,3,Other,164,3,Female,2,Research Scientist,2,Married,2368,1,No,19,3,0,5,3,2,5,4,3
No,44,Non-Travel,Research & Development,24,3,Medical,744,1,Male,1,Laboratory Technician,3,Single,3708,2,No,14,3,0,9,5,3,5,2,4
No,30,Travel_Rarely,Research & Development,16,1,Life Sciences,1729,2,Male,3,Research Scientist,4,Married,2862,1,No,12,2,1,10,2,2,10,0,8
Yes,20,Travel_Frequently,Research & Development,6,3,Life Sciences,137,4,Female,2,Laboratory Technician,4,Single,2926,1,Yes,18,2,0,1,5,3,1,0,0
No,30,Travel_Rarely,Human Resources,9,3,Human Resources,184,3,Male,3,Human Resources,4,Married,6347,0,Yes,19,4,0,12,2,1,11,9,7
No,35,Travel_Frequently,Research & Development,2,3,Medical,269,2,Female,3,Laboratory Technician,2,Single,4425,5,No,11,4,0,10,5,3,6,2,2
No,36,Travel_Frequently,Sales,,2,Technical Degree,154,2,Female,3,Sales Executive,4,Married,9738,0,No,14,3,1,10,6,3,9,7,8
No,38,Travel_Frequently,Research & Development,,5,Life Sciences,79,4,Female,3,Laboratory Technician,4,Single,2406,1,No,11,4,0,10,2,3,10,3,9
No,40,Travel_Rarely,Sales,7,4,Medical,1740,2,Male,3,Manager,2,Single,19833,1,No,14,2,0,21,3,2,21,8,8
Yes,43,Travel_Frequently,Research & Development,17,3,Technical Degree,1767,3,Male,2,Research Scientist,3,Married,2437,9,Yes,16,4,1,6,4,3,1,0,0
No,42,Travel_Rarely,Research & Development,17,2,Life Sciences,347,4,Female,4,Research Scientist,1,Single,6545,3,Yes,13,3,0,10,1,3,3,2,2
No,40,Travel_Rarely,Research & Development,20,4,Technical Degree,1092,1,Male,3,Healthcare Representative,4,Married,10322,4,No,20,4,1,14,6,3,11,10,1
No,44,Travel_Rarely,Research & Development,28,3,Life Sciences,1523,4,Male,3,Research Director,1,Married,16328,3,No,13,3,1,24,1,4,20,6,17
No,40,Travel_Rarely,Research & Development,4,1,Medical,253,4,Female,3,Manager,3,Married,19033,1,No,14,2,1,21,2,3,20,8,9
No,49,Travel_Rarely,Research & Development,7,4,Life Sciences,1484,3,Male,3,Healthcare Representative,2,Divorced,10466,3,No,14,2,2,29,3,3,8,7,7
No,24,Travel_Rarely,Research & Development,23,3,Medical,639,2,Male,4,Research Scientist,4,Married,2725,1,Yes,11,2,2,6,3,3,6,5,4
No,45,Travel_Rarely,Sales,4,2,Life Sciences,240,3,Female,3,Sales Executive,1,Divorced,5006,4,Yes,11,1,1,9,3,4,5,4,3
No,43,Travel_Frequently,Research & Development,27,3,Life Sciences,1126,3,Female,3,Manufacturing Director,1,Married,10820,8,No,11,3,1,18,1,3,8,7,1
No,42,Travel_Frequently,Research & Development,2,1,Medical,875,2,Male,3,Research Scientist,4,Single,2515,5,Yes,14,4,0,8,2,3,2,1,2
No,43,Travel_Rarely,Sales,4,4,Marketing,1293,4,Female,2,Sales Executive,4,Single,10231,3,No,14,4,0,23,3,4,21,7,17
No,34,Travel_Rarely,Research & Development,19,3,Life Sciences,1701,2,Female,2,Research Scientist,4,Married,2929,1,No,12,2,0,10,3,3,10,9,7
No,51,Travel_Frequently,Sales,,3,Marketing,1391,2,Male,3,Sales Executive,2,Married,10596,2,No,11,2,0,14,5,3,4,2,2
No,29,Travel_Rarely,Research & Development,1,3,Life Sciences,1249,1,Female,3,Research Scientist,4,Divorced,3760,1,No,15,1,3,3,5,3,3,2,2
Yes,25,Travel_Rarely,Sales,9,2,Life Sciences,1439,1,Male,2,Sales Representative,1,Married,4400,3,No,12,1,0,6,2,3,3,2,2
No,26,Travel_Rarely,Human Resources,25,1,Life Sciences,177,3,Female,3,Human Resources,3,Married,2942,1,No,23,4,1,8,3,3,8,7,7
No,45,Travel_Rarely,Sales,2,2,Technical Degree,783,2,Male,1,Sales Representative,3,Single,6632,0,No,13,1,0,9,3,3,8,7,1
Yes,33,Travel_Frequently,Research & Development,3,3,Life Sciences,702,1,Male,3,Research Scientist,1,Single,3348,1,Yes,11,1,0,10,3,3,10,8,7
No,27,Travel_Frequently,Research & Development,2,3,Medical,1648,4,Male,3,Research Scientist,4,Single,2580,2,No,13,3,0,6,0,2,4,2,2
No,36,Travel_Rarely,Research & Development,3,2,Life Sciences,155,1,Female,3,Laboratory Technician,4,Divorced,2835,5,No,22,1,1,7,2,3,1,0,0
No,41,Non-Travel,Research & Development,2,4,Other,616,1,Female,2,Healthcare Representative,3,Single,6811,2,Yes,17,1,0,10,3,3,8,7,7
No,33,Travel_Rarely,Research & Development,1,4,Other,939,3,Male,2,Research Scientist,1,Single,2799,3,Yes,11,2,0,6,1,3,3,2,2
Yes,32,Travel_Rarely,Research & Development,1,3,Life Sciences,331,4,Male,2,Laboratory Technician,3,Single,3730,0,Yes,14,4,0,4,2,1,3,2,2
No,45,Non-Travel,Sales,9,4,Life Sciences,1117,2,Female,2,Sales Executive,3,Married,5593,1,No,13,4,1,15,2,3,15,10,12
No,24,Travel_Rarely,Research & Development,,1,Life Sciences,150,2,Male,3,Laboratory Technician,3,Married,2774,0,No,12,3,1,6,2,3,5,3,2
Yes,21,Travel_Rarely,Sales,7,1,Marketing,1780,2,Male,3,Sales Representative,2,Single,2679,1,No,13,2,0,1,3,3,1,0,0
No,27,Travel_Rarely,Research & Development,5,3,Life Sciences,434,3,Female,3,Research Scientist,2,Single,2478,1,Yes,12,2,0,4,2,2,4,3,2
Yes,30,Travel_Rarely,Sales,9,3,Medical,1876,2,Male,3,Sales Representative,4,Single,1081,1,No,13,3,0,1,3,2,1,0,0
No,45,Non-Travel,Sales,26,3,Marketing,1612,1,Male,2,Sales Executive,1,Married,4385,1,No,15,1,1,10,2,3,10,7,5
No,27,Travel_Rarely,Research & Development,2,1,Medical,7,1,Male,3,Laboratory Technician,2,Married,3468,9,No,12,4,1,6,3,3,2,2,2
No,27,Travel_Frequently,Sales,20,3,Life Sciences,293,4,Female,3,Sales Executive,3,Single,9981,1,No,14,4,0,7,2,3,7,7,7
No,36,Non-Travel,Research & Development,1,4,Medical,1662,4,Female,2,Manufacturing Director,3,Married,4374,0,No,15,3,0,4,6,3,3,2,2
No,44,Travel_Rarely,Research & Development,3,4,Other,671,4,Male,3,Manager,4,Married,19513,4,Yes,12,1,1,26,2,4,2,2,1
No,39,Travel_Rarely,Research & Development,12,3,Medical,1654,4,Male,3,Manufacturing Director,2,Married,5295,4,No,21,3,0,7,3,3,5,4,0
No,29,Travel_Rarely,Sales,3,2,Medical,690,2,Female,3,Sales Executive,3,Married,5561,1,No,14,1,1,6,5,2,6,0,2
No,35,Travel_Frequently,Sales,11,2,Marketing,1137,4,Male,3,Sales Executive,4,Divorced,4968,1,No,11,4,1,5,3,3,5,2,2
No,42,Travel_Rarely,Research & Development,13,3,Medical,1803,2,Male,4,Healthcare Representative,1,Married,5538,5,No,18,3,2,10,2,2,0,0,0
No,29,Travel_Frequently,Sales,2,2,Life Sciences,388,2,Male,3,Sales Executive,4,Single,4554,1,No,18,1,0,10,3,2,10,7,9
No,33,Travel_Rarely,Sales,8,4,Marketing,677,3,Male,3,Sales Executive,3,Divorced,7104,0,No,12,4,0,6,3,3,5,0,2
No,49,Travel_Rarely,Research & Development,1,3,Technical Degree,887,3,Female,3,Research Scientist,1,Married,3580,2,No,16,2,1,7,2,3,4,2,2
No,32,Travel_Rarely,Sales,10,3,Marketing,722,4,Male,3,Sales Executive,4,Single,5396,1,No,12,4,0,10,2,2,10,7,8
No,32,Travel_Frequently,Sales,5,2,Life Sciences,889,2,Male,3,Sales Executive,2,Married,6524,1,No,14,4,1,10,3,3,10,8,3
No,28,Non-Travel,Research & Development,1,3,Life Sciences,1315,3,Female,1,Laboratory Technician,4,Married,6674,0,No,11,1,3,10,6,3,9,8,5
No,38,Travel_Rarely,Research & Development,25,2,Life Sciences,421,1,Female,2,Research Director,2,Married,12061,3,No,17,3,1,19,2,3,10,8,1
No,45,Travel_Rarely,Sales,20,3,Life Sciences,2046,4,Female,3,Sales Executive,3,Single,4850,8,No,15,3,0,8,3,3,5,3,1
No,42,Travel_Rarely,Research & Development,,4,Medical,1292,2,Female,4,Research Scientist,2,Married,2372,6,Yes,16,4,0,18,2,3,1,0,0
No,33,Travel_Frequently,Sales,10,3,Marketing,446,2,Male,2,Sales Executive,4,Single,4682,3,No,14,3,0,9,6,2,7,7,1
Yes,29,Travel_Rarely,Research & Development,7,3,Technical Degree,1299,2,Female,3,Laboratory Technician,3,Divorced,3339,3,Yes,13,1,2,10,2,3,7,7,7
No,35,Travel_Rarely,Sales,1,4,Marketing,100,3,Male,2,Sales Executive,1,Single,4312,0,No,14,2,0,16,2,3,15,13,8
No,30,Travel_Rarely,Sales,7,1,Marketing,585,4,Male,3,Sales Representative,2,Single,2983,0,No,14,1,0,4,3,3,3,2,2
No,24,Travel_Rarely,Research & Development,17,2,Other,643,4,Male,2,Laboratory Technician,2,Married,2127,1,No,21,4,1,1,2,3,1,0,0
Yes,49,Travel_Rarely,Sales,11,3,Marketing,840,3,Female,3,Sales Executive,4,Married,7654,1,No,18,1,2,9,3,4,9,8,7
No,42,Travel_Rarely,Research & Development,18,4,Life Sciences,1998,4,Male,3,Research Scientist,1,Divorced,5410,6,Yes,17,3,1,9,3,2,4,3,2
No,31,Travel_Rarely,Sales,7,4,Life Sciences,941,2,Male,2,Sales Representative,3,Married,2329,3,No,15,2,0,13,2,4,7,7,2
No,35,Travel_Frequently,Sales,18,5,Life Sciences,74,2,Male,3,Sales Executive,1,Married,9069,1,No,22,4,1,9,3,2,9,8,8
No,55,Travel_Rarely,Research & Development,1,4,Medical,1424,2,Male,4,Research Director,4,Divorced,14732,2,No,13,4,2,31,4,4,7,7,0
Yes,23,Travel_Frequently,Sales,9,3,Marketing,2023,4,Male,3,Sales Representative,1,Married,1790,1,No,19,1,1,1,3,2,1,0,0
Yes,23,Travel_Rarely,Research & Development,8,1,Medical,1684,4,Male,2,Laboratory Technician,3,Single,3989,1,Yes,11,1,0,5,2,3,5,4,2
No,36,Non-Travel,Research & Development,18,4,Life Sciences,1133,1,Male,3,Manufacturing Director,4,Single,7779,2,No,20,1,0,18,0,3,11,9,9
Yes,37,Travel_Rarely,Research & Development,11,2,Medical,1033,1,Female,1,Healthcare Representative,2,Married,4777,5,No,15,1,0,15,2,1,1,0,0
No,44,Travel_Rarely,Research & Development,1,4,Life Sciences,1903,2,Male,4,Healthcare Representative,1,Married,5033,2,No,15,4,1,10,5,3,2,0,2
No,48,Travel_Rarely,Research & Development,20,4,Medical,945,4,Male,3,Research Scientist,3,Married,2259,4,No,17,1,2,13,2,2,0,0,0
No,26,Travel_Rarely,Sales,28,2,Marketing,641,1,Male,3,Sales Executive,2,Married,6272,1,No,20,4,2,6,5,4,5,3,4
No,34,Travel_Rarely,Sales,13,4,Medical,1951,4,Male,3,Sales Executive,3,Divorced,8628,1,No,18,3,1,9,2,2,8,7,1
No,31,Travel_Rarely,Research & Development,8,4,Life Sciences,98,3,Female,3,Manufacturing Director,4,Single,4424,1,No,23,4,0,11,2,3,11,7,8
No,38,Travel_Rarely,Sales,3,4,Life Sciences,1036,2,Male,3,Sales Executive,4,Single,6861,8,Yes,12,3,0,19,1,3,1,0,0
Yes,19,Travel_Rarely,Human Resources,2,2,Technical Degree,566,1,Male,2,Human Resources,4,Single,2564,1,No,12,3,0,1,3,4,1,0,0
No,42,Travel_Rarely,Research & Development,9,2,Other,1595,4,Male,2,Manager,4,Single,19613,8,No,22,4,0,24,2,3,1,0,1
No,54,Travel_Rarely,Research & Development,22,5,Medical,1665,2,Female,3,Manager,3,Married,17426,3,No,25,3,1,36,6,3,10,8,7
No,22,Travel_Rarely,Research & Development,8,1,Life Sciences,1019,2,Male,1,Laboratory Technician,1,Married,2451,1,No,15,1,1,4,3,2,4,3,1
Yes,30,Travel_Frequently,Research & Development,5,3,Medical,1017,2,Female,3,Laboratory Technician,2,Single,2422,0,No,17,1,0,4,3,3,3,2,2
No,23,Travel_Rarely,Research & Development,20,1,Life Sciences,1533,1,Male,3,Laboratory Technician,3,Single,2272,0,No,14,2,0,5,2,3,4,3,2
No,34,Travel_Rarely,Sales,3,3,Other,1478,4,Male,1,Sales Executive,1,Single,4759,3,No,18,4,0,15,2,3,13,9,12
No,44,Travel_Rarely,Research & Development,20,3,Life Sciences,1475,4,Male,3,Research Scientist,2,Single,3420,1,No,13,3,0,6,3,2,5,2,3
No,44,Travel_Rarely,Research & Development,,1,Life Sciences,1246,1,Female,4,Research Scientist,4,Married,2011,1,No,13,4,1,10,5,3,10,5,7
Yes,34,Travel_Frequently,Human Resources,23,3,Human Resources,590,2,Female,3,Human Resources,1,Divorced,9950,9,Yes,15,3,3,11,2,3,3,2,2
No,24,Travel_Rarely,Research & Development,24,3,Medical,1173,4,Male,3,Laboratory Technician,2,Single,3597,8,No,22,4,0,6,2,3,4,3,2
No,34,Travel_Rarely,Research & Development,5,3,Medical,153,3,Female,2,Manager,1,Single,11631,2,No,12,4,0,14,6,3,11,10,8
Yes,19,Non-Travel,Research & Development,,3,Medical,1248,1,Female,2,Research Scientist,2,Single,1859,1,Yes,25,2,0,1,2,4,1,1,0
No,35,Travel_Frequently,Research & Development,4,4,Life Sciences,1350,3,Male,3,Research Scientist,3,Single,4249,1,Yes,11,2,0,9,3,3,9,6,1
No,32,Travel_Rarely,Research & Development,2,1,Technical Degree,362,4,Male,2,Laboratory Technician,1,Single,2176,4,No,13,4,0,9,5,3,6,2,4
No,39,Travel_Rarely,Sales,2,5,Life Sciences,985,1,Male,4,Sales Executive,3,Single,7880,0,No,18,4,0,9,3,3,8,7,7
No,39,Travel_Rarely,Research & Development,6,1,Medical,2062,4,Male,2,Healthcare Representative,1,Married,9991,4,No,15,1,1,9,5,3,7,7,7
No,34,Travel_Rarely,Research & Development,2,4,Medical,804,3,Female,2,Research Scientist,1,Single,4381,1,No,11,3,0,6,3,3,6,5,3
No,33,Travel_Rarely,Research & Development,,3,Life Sciences,1099,4,Male,2,Healthcare Representative,4,Divorced,7119,4,No,15,3,1,9,2,3,3,2,2
No,38,Non-Travel,Human Resources,2,3,Human Resources,1805,1,Male,3,Human Resources,2,Divorced,2592,5,No,13,4,3,13,3,3,11,10,8
No,59,Travel_Rarely,Human Resources,6,2,Medical,321,2,Male,3,Human Resources,3,Married,2267,8,No,17,4,0,7,2,2,2,2,2
No,35,Travel_Rarely,Research & Development,1,4,Life Sciences,826,4,Female,4,Research Scientist,3,Single,2506,3,No,13,3,0,7,0,3,2,2,2
No,30,Travel_Frequently,Research & Development,23,3,Life Sciences,159,1,Male,1,Research Scientist,3,Divorced,2613,1,No,25,3,3,10,2,2,10,7,9
Yes,22,Travel_Frequently,Research & Development,3,4,Life Sciences,1203,3,Male,2,Research Scientist,4,Married,2853,0,Yes,11,2,1,1,5,3,0,0,0
No,31,Non-Travel,Research & Development,3,2,Medical,1948,3,Male,3,Research Scientist,1,Divorced,3065,1,Yes,13,4,1,4,3,4,4,2,3
No,35,Travel_Rarely,Research & Development,10,4,Medical,1587,1,Female,3,Healthcare Representative,3,Single,6142,3,Yes,16,3,0,10,4,3,5,2,4
Yes,19,Travel_Rarely,Sales,21,3,Other,959,4,Male,2,Sales Representative,2,Single,2121,1,Yes,13,2,0,1,3,4,1,0,0
No,39,Travel_Frequently,Research & Development,,1,Life Sciences,531,2,Male,3,Manager,3,Divorced,19197,1,Yes,14,3,1,21,3,3,21,8,6
No,41,Non-Travel,Sales,10,2,Medical,1329,3,Male,1,Sales Executive,2,Single,6151,1,No,13,1,0,19,4,3,19,2,9
No,35,Travel_Rarely,Research & Development,28,3,Life Sciences,1596,2,Male,4,Laboratory Technician,3,Married,3407,1,No,17,4,2,10,3,2,10,9,8
No,27,Travel_Rarely,Research & Development,6,4,Medical,655,1,Female,2,Research Scientist,3,Divorced,2187,0,No,12,3,2,6,5,2,5,3,3
No,26,Travel_Rarely,Research & Development,1,3,Medical,1952,3,Male,3,Laboratory Technician,1,Single,2867,0,No,13,4,0,8,6,2,7,7,6
No,33,Travel_Frequently,Sales,5,1,Life Sciences,1395,2,Male,3,Sales Executive,4,Married,9998,6,No,13,1,0,8,2,4,5,4,2
No,29,Travel_Rarely,Research & Development,,5,Other,455,2,Male,2,Laboratory Technician,4,Single,3983,0,No,17,3,0,4,2,3,3,2,2
No,24,Travel_Frequently,Human Resources,10,3,Medical,1746,1,Male,3,Human Resources,4,Married,2145,0,No,14,4,1,3,2,3,2,2,1
Yes,26,Travel_Rarely,Human Resources,20,2,Medical,1818,4,Female,3,Human Resources,2,Married,2148,0,Yes,11,3,0,6,3,3,5,1,4
No,32,Travel_Rarely,Research & Development,6,5,Life Sciences,231,3,Male,3,Research Scientist,3,Single,3038,3,No,20,1,0,8,2,3,5,4,4
No,29,Travel_Rarely,Sales,19,3,Life Sciences,1497,3,Male,2,Sales Executive,3,Divorced,8620,1,No,14,3,2,10,3,3,10,7,4
No,31,Non-Travel,Research & Development,1,4,Medical,308,3,Male,1,Manufacturing Director,3,Married,4345,0,No,12,4,1,6,2,3,5,4,4
No,27,Travel_Rarely,Research & Development,5,1,Technical Degree,844,3,Male,2,Research Director,4,Divorced,12808,1,Yes,16,2,1,9,3,3,9,8,8
No,32,Travel_Rarely,Research & Development,5,2,Life Sciences,1555,4,Female,2,Research Scientist,2,Married,5878,3,No,12,1,1,12,2,3,7,1,5
No,27,Travel_Rarely,Research & Development,19,3,Other,1619,4,Male,2,Laboratory Technician,1,Divorced,4066,1,No,11,1,2,7,3,3,7,7,7
No,29,Travel_Rarely,Research & Development,9,3,Life Sciences,1558,3,Male,4,Research Scientist,3,Married,2451,6,No,18,1,2,5,2,2,1,0,0
No,29,Non-Travel,Sales,2,3,Life Sciences,469,4,Male,3,Sales Executive,3,Married,4649,1,No,14,1,1,4,3,2,4,3,2
No,43,Travel_Rarely,Sales,16,3,Marketing,327,4,Female,3,Manager,4,Married,16064,5,Yes,22,3,1,22,3,3,17,13,9
No,26,Travel_Rarely,Research & Development,,4,Medical,1177,1,Male,4,Laboratory Technician,4,Married,4420,1,No,22,2,1,8,2,3,8,7,7
